code_muni,name_muni,abbrev_state,camargo_completo,cm_termico,cm_termico_codigo,cm_hidrico,cm_hidrico_codigo,cm_letra_seca,def_anual_mm,excedente_anual_mm,temp_anual_c,temp_mes_mais_frio_c,preenchido_por_vizinho
1100379.0,Alto Alegre dos Parecis,RO,TR-MOi,TR,7.0,MO,4.0,i,232.6000033020973,512.3000029176474,25.0975,23.636667,False
1100403.0,Alto Paraíso,RO,TR-UMi,TR,7.0,UM,6.0,i,147.90333330631256,1251.9333177506924,25.79625,25.013332,False
1100452.0,Buritis,RO,TR-UMi,TR,7.0,UM,6.0,i,135.45332992076874,1122.2999972105026,25.95875,25.053333,False
1100502.0,Novo Horizonte do Oeste,RO,TR-MOi,TR,7.0,MO,4.0,i,207.65666556358337,807.3333362340927,24.879166,23.686666,False
1100601.0,Cacaulândia,RO,TR-MOi,TR,7.0,MO,4.0,i,159.2533329129219,1059.1666792333126,25.32375,24.46,False
1100700.0,Campo Novo de Rondônia,RO,TR-UMi,TR,7.0,UM,6.0,i,139.31666591763496,1128.6666577458382,25.7925,24.811666,False
1100809.0,Candeias do Jamari,RO,TR-MOi,TR,7.0,MO,4.0,i,150.9933321774006,1295.3999744653702,26.012222,25.49,False
1100908.0,Castanheiras,RO,TR-MOi,TR,7.0,MO,4.0,i,200.3333339691162,912.9666757583618,24.886944,23.706667,False
1100924.0,Chupinguaia,RO,TR-MOi,TR,7.0,MO,4.0,i,219.7700011730194,552.7000056505203,24.725834,23.153334,False
1100940.0,Cujubim,RO,TR-UMi,TR,7.0,UM,6.0,i,134.04333400726318,1450.9000017642977,25.68375,25.025,False
1101005.0,Governador Jorge Teixeira,RO,TR-MOi,TR,7.0,MO,4.0,i,157.57666918635368,948.7333390414716,25.149166,24.153334,False
1101104.0,Itapuã do Oeste,RO,TR-MOi,TR,7.0,MO,4.0,i,150.9933321774006,1295.3999744653702,26.012222,25.49,True
1101203.0,Ministro Andreazza,RO,TR-MOi,TR,7.0,MO,4.0,i,178.2433345913887,1049.8333353996277,23.943056,22.914999,False
1101302.0,Mirante da Serra,RO,TR-MOi,TR,7.0,MO,4.0,i,168.00333309173584,809.966660887003,24.754723,23.7,False
1101401.0,Monte Negro,RO,TR-UMi,TR,7.0,UM,6.0,i,146.10332921147346,1136.799993097782,25.46,24.575,False
1101435.0,Nova União,RO,TR-MOi,TR,7.0,MO,4.0,i,174.00999969244003,887.1000037789345,24.822361,23.826666,False
1101450.0,Parecis,RO,TR-MOi,TR,7.0,MO,4.0,i,230.55666452646253,606.4333378225565,24.755972,23.311666,False
1101468.0,Pimenteiras do Oeste,RO,TR-MOi,TR,7.0,MO,4.0,i,265.5199984908104,482.3333289027214,25.496666,23.761667,False
1101476.0,Primavera de Rondônia,RO,TR-MOi,TR,7.0,MO,4.0,i,220.4066628217697,765.7666735500097,24.833055,23.53,False
1101484.0,São Felipe d'Oeste,RO,TR-MOi,TR,7.0,MO,4.0,i,227.1966607570648,739.3333246856928,24.75361,23.433334,False
1101492.0,São Francisco do Guaporé,RO,TR-MOi,TR,7.0,MO,4.0,i,196.47666639089584,593.3000048398972,25.615694,24.306667,False
